site_id,seeds_present,max_width,max_depth,notch_depth,petiole_length
2187,FALSE,55,33,0,31
2187,FALSE,38,37,0,50
2187,FALSE,78,48,0,51
2187,FALSE,58,40,0,25
2187,FALSE,58,39,0,42
2187,FALSE,53,35,0,39
2187,FALSE,53,32,0,35
2187,FALSE,55,37,0,41
2187,FALSE,40,30,0,58
2187,FALSE,35,25,0,42
2187,FALSE,54,37,0,32
2187,FALSE,54,33,0,27
2187,FALSE,38,31,0,52
2187,FALSE,44,25,0,20
2187,FALSE,53,31,0,32
2187,FALSE,42,27,0,35
2187,FALSE,49,25,0,23
2187,FALSE,45,32,0,45
2187,FALSE,42,27,0,26
2187,FALSE,34,20,0,17
2187,FALSE,36,26,0,12
2187,FALSE,39,26,0,26
2187,FALSE,16,19,0,49
2188,TRUE,61,36,0,32
2188,TRUE,55,25,0,20
2188,TRUE,72,45,0,65
2188,TRUE,69,36,0,40
2188,TRUE,75,45,0,51
2188,TRUE,72,45,0,32
2188,TRUE,61,31,1,25
2188,TRUE,82,47,1,69
2188,TRUE,66,40,1,30
2188,TRUE,84,50,1,70
2188,TRUE,63,35,1,36
2188,TRUE,78,46,2,47
2188,TRUE,89,52,2,51
2188,TRUE,68,40,2,61
2188,TRUE,73,42,2,45
2188,TRUE,70,39,2,35
2188,TRUE,71,45,3,72
2188,TRUE,59,40,3,45
2188,TRUE,70,40,3,46
2188,TRUE,78,45,3,43
2188,TRUE,62,40,3,72
2188,TRUE,78,47,4,76
2188,TRUE,73,41,4,31
2188,TRUE,79,46,4,51
2188,TRUE,72,39,4,35
2188,TRUE,74,42,4,32
2188,TRUE,73,44,4,51
2188,TRUE,70,35,5,36
2188,TRUE,72,48,5,65
2188,TRUE,70,41,5,27
3469,TRUE,53,30,0,26
3469,TRUE,65,32,0,20
3469,TRUE,95,53,0,57
3469,TRUE,95,54,0,60
3469,TRUE,47,29,0,22
3469,TRUE,46,28,0,20
3469,TRUE,82,52,0,86
3469,TRUE,81,44,0,49
3469,TRUE,82,49,0,46
3469,TRUE,68,37,0,29
3469,TRUE,46,33,0,26
3469,TRUE,84,56,0,81
3469,TRUE,52,41,0,83
3469,TRUE,73,50,0,76
3469,TRUE,85,49,0,66
3469,TRUE,88,50,0,57
3469,TRUE,98,48,1,57
3469,TRUE,86,50,2,42
3469,TRUE,67,39,2,25
3469,TRUE,91,51,4,64
3469,TRUE,92,48,4,54
3469,TRUE,97,52,4,66
3469,TRUE,100,52,6,44
3469,TRUE,99,46,7,49
3469,TRUE,55,35,7,39
3469,TRUE,90,50,7,68
3469,TRUE,52,47,8,80
3469,TRUE,111,61,12,71
3469,TRUE,73,46,16,79
3469,TRUE,90,66,24,81
3470,FALSE,92,54,0,45
3470,FALSE,64,40,0,55
3470,FALSE,68,45,0,51
3470,FALSE,53,36,0,61
3470,FALSE,97,48,0,30
3470,FALSE,100,55,0,37
3470,FALSE,90,55,0,50
3470,FALSE,89,54,0,72
3470,FALSE,59,34,0,31
3470,FALSE,97,50,0,54
3470,FALSE,76,42,0,27
3470,FALSE,85,49,0,32
3470,FALSE,90,55,0,59
3470,FALSE,67,36,1,26
3470,FALSE,89,61,2,71
3470,FALSE,71,51,2,64
3470,FALSE,64,53,3,70
3470,FALSE,91,56,4,44
3470,FALSE,106,54,5,48
3470,FALSE,89,46,5,36
3470,FALSE,80,44,6,35
3470,FALSE,88,48,7,52
3470,FALSE,108,63,7,63
3470,FALSE,86,49,8,35
3470,FALSE,72,52,8,93
3470,FALSE,114,64,9,74
3470,FALSE,104,62,9,50
3470,FALSE,78,42,9,59
3470,FALSE,84,58,14,75
3470,FALSE,109,62,17,80
3703,TRUE,66,81,0,34
3703,TRUE,54,47,0,12
3703,TRUE,74,83,0,38
3703,TRUE,78,138,0,77
3703,TRUE,86,89,0,38
3703,TRUE,70,67,0,25
3703,TRUE,104,101,0,41
3703,TRUE,81,123,0,65
3703,TRUE,86,127,0,68
3703,TRUE,75,92,0,42
3703,TRUE,90,114,0,56
3703,TRUE,88,134,0,75
3703,TRUE,97,120,0,58
3703,TRUE,78,134,0,77
3703,TRUE,85,82,0,32
3703,TRUE,83,83,0,28
3703,TRUE,58,73,0,35
3703,TRUE,68,64,0,23
3703,TRUE,81,79,0,35
3703,TRUE,80,75,0,28
3703,TRUE,72,116,0,64
3703,TRUE,76,85,0,38
3703,TRUE,71,129,0,77
3703,TRUE,75,70,0,24
3703,TRUE,75,124,0,70
3703,TRUE,82,101,0,49
3703,TRUE,97,124,4,62
3703,TRUE,83,78,6,28
3703,TRUE,77,73,12,28
3703,TRUE,35,30,12,8
3704,FALSE,84,104,0,50
3704,FALSE,59,71,0,34
3704,FALSE,60,120,0,70
3704,FALSE,85,109,0,55
3704,FALSE,59,90,0,50
3704,FALSE,51,93,0,57
3704,FALSE,56,66,0,25
3704,FALSE,66,72,0,28
3704,FALSE,67,84,0,39
3704,FALSE,69,80,0,36
3704,FALSE,54,103,0,60
3704,FALSE,59,80,0,42
3704,FALSE,60,65,0,25
3704,FALSE,73,85,0,37
3704,FALSE,69,90,0,39
3704,FALSE,58,62,0,24
3704,FALSE,65,92,0,47
3704,FALSE,64,71,0,28
3704,FALSE,69,89,0,44
3704,FALSE,69,95,0,45
3704,FALSE,62,80,0,39
3704,FALSE,42,55,0,21
3704,FALSE,52,55,0,19
3704,FALSE,60,75,3,35
3704,FALSE,65,90,4,45
3704,FALSE,65,62,6,25
3704,FALSE,66,99,8,49
3705,FALSE,85,127,0,66
3705,FALSE,78,110,0,55
3705,FALSE,81,88,0,36
3705,FALSE,92,97,0,37
3705,FALSE,80,85,0,34
3705,FALSE,78,85,0,31
3705,FALSE,75,106,0,52
3705,FALSE,90,92,0,35
3705,FALSE,82,113,0,54
3705,FALSE,109,125,0,60
3705,FALSE,72,70,0,21
3705,FALSE,85,109,0,55
3705,FALSE,52,62,0,27
3705,FALSE,90,92,0,38
3705,FALSE,102,118,0,53
3705,FALSE,82,80,0,30
3705,FALSE,59,54,0,20
3705,FALSE,67,111,0,57
3705,FALSE,95,132,0,70
3705,FALSE,67,120,0,68
3705,FALSE,96,105,0,45
3705,FALSE,94,96,0,38
3705,FALSE,101,100,0,42
3705,FALSE,79,110,0,59
3705,FALSE,82,80,0,31
3705,FALSE,98,110,0,52
3705,FALSE,89,112,0,50
3705,FALSE,87,113,0,55
3705,FALSE,102,103,4,44
3705,FALSE,100,130,7,63
4847,FALSE,81,57,0,78
4847,FALSE,94,58,0,88
4847,FALSE,75,46,0,38
4847,FALSE,82,53,0,59
4847,FALSE,86,64,0,85
4847,FALSE,79,45,0,42
4847,FALSE,93,64,0,73
4847,FALSE,88,56,0,56
4847,FALSE,76,55,0,76
4847,FALSE,71,55,0,94
4847,FALSE,91,60,0,57
4847,FALSE,71,40,0,30
4847,FALSE,82,43,0,28
4847,FALSE,65,59,0,80
4847,FALSE,83,55,0,58
4847,FALSE,73,49,0,70
4847,FALSE,102,60,0,64
4847,FALSE,78,45,0,43
4847,FALSE,88,58,0,58
4847,FALSE,81,53,0,49
4847,FALSE,70,38,0,35
4847,FALSE,80,56,0,72
4847,FALSE,96,68,0,88
4847,FALSE,80,53,0,63
4847,FALSE,82,55,0,55
4847,FALSE,86,59,0,56
4847,FALSE,89,49,3,49
4847,FALSE,59,46,4,83
4847,FALSE,82,54,4,59
4847,FALSE,92,53,5,60
4873,FALSE,82,49,0,58
4873,FALSE,81,45,0,45
4873,FALSE,77,49,0,34
4873,FALSE,68,39,0,35
4873,FALSE,41,40,0,59
4873,FALSE,70,49,0,78
4873,FALSE,68,47,0,78
4873,FALSE,80,49,0,41
4873,FALSE,89,55,0,75
4873,FALSE,90,46,0,41
4873,FALSE,78,45,1,64
4873,FALSE,85,49,1,44
4873,FALSE,78,45,1,63
4873,FALSE,68,44,1,55
4873,FALSE,67,50,2,80
4873,FALSE,60,48,2,77
4873,FALSE,77,55,2,80
4873,FALSE,76,50,2,47
4873,FALSE,63,41,2,69
4873,FALSE,42,28,2,22
4873,FALSE,83,51,2,62
4873,FALSE,70,44,2,57
4873,FALSE,74,37,2,32
4873,FALSE,63,45,2,69
4873,FALSE,71,41,2,33
4873,FALSE,96,55,3,52
4873,FALSE,75,49,3,72
4873,FALSE,51,40,4,73
4873,FALSE,62,43,4,73
4873,FALSE,89,51,6,50
4874,FALSE,87,54,0,54
4874,FALSE,89,52,0,49
4874,FALSE,69,39,0,28
4874,FALSE,93,59,0,57
4874,FALSE,98,60,0,53
4874,FALSE,81,51,0,51
4874,FALSE,79,62,0,80
4874,FALSE,82,41,0,42
4874,FALSE,85,53,0,49
4874,FALSE,81,50,0,49
4874,FALSE,59,33,0,36
4874,FALSE,53,31,0,33
4874,FALSE,83,51,0,46
4874,FALSE,80,58,0,59
4874,FALSE,77,51,0,41
4874,FALSE,81,57,0,58
4874,FALSE,76,57,0,96
4874,FALSE,73,54,2,51
4874,FALSE,75,42,2,42
4874,FALSE,48,46,2,80
4874,FALSE,72,43,2,38
4874,FALSE,49,49,2,84
4874,FALSE,64,40,2,39
4874,FALSE,54,33,2,34
4874,FALSE,68,43,3,37
4874,FALSE,84,60,3,55
4874,FALSE,88,62,6,61
4874,FALSE,75,59,7,64
4874,FALSE,84,47,11,45
4874,FALSE,75,53,16,87
6066,FALSE,59,39,0,44
6066,FALSE,54,38,0,26
6066,FALSE,84,68,0,70
6066,FALSE,56,55,0,75
6066,FALSE,56,39,0,32
6066,FALSE,70,52,0,42
6066,FALSE,69,48,1,37
6066,FALSE,44,51,1,22
6066,FALSE,62,55,2,67
6066,FALSE,53,42,2,30
6066,FALSE,70,57,2,53
6066,FALSE,82,62,2,43
6066,FALSE,54,55,2,48
6066,FALSE,83,64,3,62
6066,FALSE,65,54,4,46
6066,FALSE,90,66,5,53
6066,FALSE,69,38,5,26
6066,FALSE,64,52,6,74
6066,FALSE,71,50,7,43
6066,FALSE,71,47,12,47
6066,FALSE,55,46,20,34
6067,FALSE,74,51,1,39
6067,FALSE,64,47,2,56.5
6067,FALSE,73,45,2,38.5
6067,FALSE,87,45,2,25
6067,FALSE,63,40,2,28
6067,FALSE,59,45,2,70
6067,FALSE,68,42,3,61
6067,FALSE,68,50,3,57
6067,FALSE,60,35,3,31
6067,FALSE,80,47,3,43
6067,FALSE,77,53,3,46.83
6067,FALSE,73.5,45,3,34
6067,FALSE,93,60,3,52.5
6067,FALSE,71,53,3.5,45
6067,FALSE,90,52,4,33
6067,FALSE,70,50,4,58
6067,FALSE,63,44,4,50.9
6067,FALSE,82.7,49,4,31.5
6067,FALSE,72,48,5,50
6067,FALSE,76,49,5,34
6067,FALSE,69,31,5,19.5
6067,FALSE,72,41,6,42.5
6067,FALSE,69,55,7,74.5
6067,FALSE,74,40,9,33
6067,FALSE,81.5,55,9,58
6067,FALSE,54,50,10,80
6067,FALSE,83,53,10,36
6067,FALSE,86,40,10,26
6067,FALSE,80,49,10,46.9
6067,FALSE,73,37,11,38
6071,FALSE,80,87,0,40
6071,FALSE,78,100,0,43
6071,FALSE,75,91,0,42
6071,FALSE,72,111,0,55
6071,FALSE,87,106,0,50
6071,FALSE,85,106,0,50
6071,FALSE,70,100,0,49
6071,FALSE,70,113,0,58
6071,FALSE,70,98,0,48
6071,FALSE,74,103,0,49
6071,FALSE,71,93,0,42
6071,FALSE,84,79,0,29
6071,FALSE,65,85,0,39
6071,FALSE,86,95,0,40
6071,FALSE,71,62,0,24
6071,FALSE,84,103,0,52
6071,FALSE,65,80,0,35
6071,FALSE,69,78,0,34
6071,FALSE,90,89,0,35
6071,FALSE,77,84,0,36
6071,FALSE,75,108,0,51
6071,FALSE,70,79,0,36
6071,FALSE,90,111,0,51
6071,FALSE,77,106,0,50
6071,FALSE,56,100,0,51
6071,FALSE,47,67,0,33
6071,FALSE,72,105,0,52
6071,FALSE,52,108,0,58
6071,FALSE,72,81,0,34
6718,FALSE,58,56,0,84
6718,FALSE,94,57,3,54
6718,FALSE,92,54,3,56
6718,FALSE,85,49,3,31
6718,FALSE,73,44,3,29
6718,FALSE,95,60,3,67
6718,FALSE,101,59,4,57
6718,FALSE,92,60,4,60
6718,FALSE,88,57,4,44
6718,FALSE,86,51,5,36
6718,FALSE,88,49,5,30
6718,FALSE,84,59,5,71
6718,FALSE,92,49,6,37
6718,FALSE,73,61,6,73
6718,FALSE,95,64,6,65
6718,FALSE,92,60,7,64
6718,FALSE,85,44,7,31
6718,FALSE,84,58,8,56
6718,FALSE,101,63,10,66
6718,FALSE,80,53,11,59
6718,FALSE,96,62,18,42
6718,FALSE,116,76,21,55
6718,FALSE,66,70,21,39
6718,FALSE,65,68,26,25
6718,FALSE,86,80,28,51
6718,FALSE,103,74,32,69
6718,FALSE,84,68,32,52
6718,FALSE,95,77,40,80
6718,FALSE,83,76,49,23
6719,FALSE,87,105,0,48
6720,FALSE,85,109,0,54
6721,FALSE,90,55,0,88
6721,FALSE,58,41,0,49
6721,FALSE,61,49,0,50
6721,FALSE,95,57,0,50
6721,FALSE,72,41,0,49
6721,FALSE,90,45,0,37
6721,FALSE,99,56,0,61
6721,FALSE,102,60,0,53
6721,FALSE,56,53,0,78
6721,FALSE,81,41,0,29
6721,FALSE,69,40,0,38
6721,FALSE,65,42,0,34
6721,FALSE,87,47,0,39
6721,FALSE,86,51,0,73
6721,FALSE,96,51,0,41
6721,FALSE,73,43,0,36
6721,FALSE,98,49,0,57
6721,FALSE,99,58,0,53
6721,FALSE,98,52,3,74
6721,FALSE,99,62,3,62
6721,FALSE,71,58,3,94
6721,FALSE,93,51,4,68
6721,FALSE,67,34,4,22
6721,FALSE,87,47,5,30
6721,FALSE,72,42,5,26
6721,FALSE,108,61,6,47
6721,FALSE,83,56,6,70
6721,FALSE,113,64,6,58
6721,FALSE,91,105,7,35
6721,FALSE,99,52,7,39
6721,FALSE,97,56,9,32
6721,FALSE,80,145,0,93
6721,FALSE,86,111,0,54
6721,FALSE,90,100,3,44
6721,FALSE,89,95,0,43
6721,FALSE,84,91,0,42
6721,FALSE,88,94,0,14
6721,FALSE,80,85,0,27
6721,FALSE,102,138,0,70
6721,FALSE,94,121,0,58
6721,FALSE,95,110,0,48
6721,FALSE,109,127,0,60
6721,FALSE,90,127,7,65
7202,FALSE,69,46,3,35
7202,FALSE,79,58,3,85
7202,FALSE,78,58,3,38
7202,FALSE,89,55,4,69
7202,FALSE,50,34,6,23
7202,FALSE,72,48,7,35
7202,FALSE,83,48,8,27
7202,FALSE,87,54,11,33
7202,FALSE,78,68,11,113
7202,FALSE,100,59,19,45
7202,FALSE,93,57,0,65
7202,FALSE,75,45,0,85
7202,FALSE,74,50,0,54
7202,FALSE,61,44,0,59
7202,FALSE,72,46,0,52
7202,FALSE,68,45,0,62
7202,FALSE,62,38,0,35
7202,FALSE,72,45,0,45
7202,FALSE,66,42,0,34
7202,FALSE,68,58,0,37
7202,FALSE,74,46,0,35
7202,FALSE,65,49,0,81
7202,FALSE,68,47,0,58
7202,FALSE,78,52,0,39
7202,FALSE,75,48,0,38
7202,FALSE,78,52,0,49
7202,FALSE,65,49,0,48
7202,FALSE,74,67,0,46
7202,FALSE,105,64,0,53
7206,FALSE,56,39,1,30
7206,FALSE,41,38,1,32
7206,FALSE,55,34,1,24
7206,FALSE,70,41,2,48
7206,FALSE,51,30,2,16
7206,FALSE,60,34,3,20
7206,FALSE,70,42,5,46
7206,FALSE,50,39,6,72
7206,FALSE,69,44,7,46
7206,FALSE,28,29,10,26
7206,FALSE,68,41,11,37
7206,FALSE,81,54,12,64
7206,FALSE,81,51,15,64
7206,FALSE,76,50,17,45
7206,FALSE,70,39,0,53
7206,FALSE,71,41,0,68
7206,FALSE,63,40,0,36
7206,FALSE,62,39,0,36
7206,FALSE,51,38,0,22
7206,FALSE,51,32,0,30
7206,FALSE,66,39,0,16
7206,FALSE,73,47,0,42
7206,FALSE,65,43,0,52
7206,FALSE,66,32,0,38
7206,FALSE,81,55,0,42
7206,FALSE,49,26,0,16
7206,FALSE,61,31,0,26
7206,FALSE,48,25,0,20
7206,FALSE,43,25,0,18
7206,FALSE,61,36,0,40
7719,FALSE,71,40,0,30
7719,FALSE,64,38,0,23
7719,FALSE,55,32,0,20
7719,FALSE,62,40,0,28
7719,FALSE,65,40,0,25
7719,FALSE,70,50,0,55
7719,FALSE,63,42,0,27
7719,FALSE,56,35,0,20
7719,FALSE,51,45,0,50
7719,FALSE,57,37,0,23
7719,FALSE,59,41,0,28
7719,FALSE,63,42,0,26
7719,FALSE,70,50,0,43
7719,FALSE,50,46,0,45
7719,FALSE,56,46,0,42
7719,FALSE,46,46,0,40
7719,FALSE,54,42,0,42
7719,FALSE,62,43,0,40
7719,FALSE,56,44,0,48
7719,FALSE,55,37,0,37
7719,FALSE,59,46,0,50
7719,FALSE,60,45,0,35
7719,FALSE,63,51,0,47
7719,FALSE,61,40,0,23
7719,FALSE,58,36,0,21
7719,FALSE,55,37,0,25
7719,FALSE,53,40,0,41
7719,FALSE,71,40,0,30
7719,FALSE,64,38,0,23
7719,FALSE,55,32,0,20
7719,FALSE,62,40,0,28
7719,FALSE,65,40,0,25
7719,FALSE,70,50,0,55
7719,FALSE,63,42,0,27
7719,FALSE,56,35,0,20
7719,FALSE,51,45,0,50
7719,FALSE,57,37,0,23
7719,FALSE,59,41,0,28
7719,FALSE,63,42,0,26
7719,FALSE,70,50,0,43
7719,FALSE,50,46,0,45
7719,FALSE,56,46,0,42
7719,FALSE,46,46,0,40
7719,FALSE,54,42,0,42
7719,FALSE,62,43,0,40
7719,FALSE,56,44,0,48
7719,FALSE,55,37,0,37
7719,FALSE,59,46,0,50
7719,FALSE,60,45,0,35
7719,FALSE,63,51,0,47
7719,FALSE,61,40,0,23
7719,FALSE,58,36,0,21
7719,FALSE,55,37,0,25
7719,FALSE,53,40,0,41
7719,FALSE,44,37,2,13
7719,FALSE,57,38,2,18
7719,FALSE,44,37,2,13
7719,FALSE,57,38,2,18
7719,FALSE,56,32,3,20
7719,FALSE,56,32,3,20
9603,FALSE,77,55,0,57
9603,FALSE,72,46,0,40
9603,FALSE,57,37,0,25
9603,FALSE,75,43,0,38
9603,FALSE,75,50,0,48
9603,FALSE,75,56,0,48
9603,FALSE,67,58,0,53
9603,FALSE,74,48,0,52
9603,FALSE,71,55,0,52
9603,FALSE,72,46,0,51
9603,FALSE,55,45,0,65
9603,FALSE,77,54,0,48
9603,FALSE,97,67,0,88
9603,FALSE,73,41,0,25
9603,FALSE,64,45,0,33
9603,FALSE,69,55,0,68
9603,FALSE,72,49,1,62
9603,FALSE,60,46,1,32
9603,FALSE,74,55,2,70
9603,FALSE,67,40,2,45
9603,FALSE,72,54,2,85
9603,FALSE,76,62,2,85
9603,FALSE,67,62,3,61
9603,FALSE,66,57,4,72
9603,FALSE,72,57,5,44
9603,FALSE,68,45,6,38
9603,FALSE,93,54,6,41
9603,FALSE,52,31,10,54
9603,FALSE,90,78,30,18
9603,FALSE,72,59,30,25
12669,FALSE,84,108,0,52
12669,FALSE,68,100,0,55
12669,FALSE,59,96,0,62
12669,FALSE,74,97,0,45
12669,FALSE,70,97,0,45
12669,FALSE,71,104,0,55
12669,FALSE,69,93,0,48
12669,FALSE,74,87,0,41
12669,FALSE,70,69,0,26
12669,FALSE,78,102,0,50
12669,FALSE,87,70,0,70
12669,FALSE,69,97,0,53
12669,FALSE,60,98,0,55
12669,FALSE,72,103,0,53
12669,FALSE,59,95,0,52
12669,FALSE,75,94,0,47
12669,FALSE,81,96,0,43
12669,FALSE,82,104,0,53
12669,FALSE,74,107,0,59
12669,FALSE,72,75,0,34
12669,FALSE,79,105,0,55
12669,FALSE,84,82,0,33
12669,FALSE,75,89,0,40
12669,FALSE,72,106,0,59
12669,FALSE,88,115,0,64
12669,FALSE,80,87,0,38
12669,FALSE,74,89,3,47
12669,FALSE,85,94,5,47
12669,FALSE,72,78,5,32
12669,FALSE,69,125,7,69
12669,FALSE,89,97,11,55
12978,FALSE,100,65,2,85
12978,FALSE,98,67,2,91
12978,FALSE,89,59,2,84
12978,FALSE,90,63,2,90
12978,FALSE,105,68,2,84
12978,FALSE,97,61,3,61
12978,FALSE,106,67,3,57
12978,FALSE,99,68,3,72
12978,FALSE,96,65,3,95
12978,FALSE,98,59,4,57
12978,FALSE,81,47,4,25
12978,FALSE,88,57,4,35
12978,FALSE,100,58,4,36
12978,FALSE,90,61,4,109
12978,FALSE,94,53,4,33
12978,FALSE,117,65,4,79
12978,FALSE,120,73,5,58
12978,FALSE,93,55,5,40
12978,FALSE,80,65,6,71
12978,FALSE,86,54,6,34
12978,FALSE,110,68,6,72
12978,FALSE,91,67,11,73
12978,FALSE,97,55,11,64
12978,FALSE,119,75,14,70
12978,FALSE,123,74,16,62
12978,FALSE,121,76,18,67
12978,FALSE,86,55,20,29
12978,FALSE,115,74,21,66
12978,FALSE,121,73,22,61
12978,FALSE,130,80,27,76
12982,FALSE,65,41,0,26
12982,FALSE,106,68,0,76
12982,FALSE,77,50,0,29
12982,FALSE,80,55,0,36
12982,FALSE,68,44,0,25
12982,FALSE,62,38,0,23
12982,FALSE,65,39,0,25
12982,FALSE,52,32,0,16
12982,FALSE,78,55,3,34
12982,FALSE,85,65,6,78
12982,FALSE,91,54,7,37
12982,FALSE,105,70,8,80
12982,FALSE,74,64,8,62
12982,FALSE,83,63,8,41
12982,FALSE,76,50,8,32
12982,FALSE,48,45,8,22
12982,FALSE,92,55,9,30
12982,FALSE,96,58,10,35
12982,FALSE,92,52,11,35
12982,FALSE,96,58,12,54
12982,FALSE,42,47,12,23
12982,FALSE,98,70,14,100
12982,FALSE,103,75,14,83
12982,FALSE,55,55,14,33
12982,FALSE,100,72,15,77
12982,FALSE,107,65,16,52
12982,FALSE,60,65,22,36
12982,FALSE,101,60,23,49
12982,FALSE,72,73,29,38
12982,FALSE,59,63,29,22
12982,FALSE,78,85,32,20
12982,FALSE,87,70,32,45
12982,FALSE,68,77,47,24
